Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Marshadow,100,802,fighting,ghost,,,,,,,Shadow Claw,Close Combat,Ice Punch,6,5,20,100000
Kyurem (White),98.8,646,dragon,ice,,,,,,,Dragon Breath,Fusion Flare,Ice Burn,12,15,20,100000
Metagross,97.2,376,steel,psychic,,,,,,,Shadow Claw,Meteor Mash,Earthquake,6,9,5,75000
Palkia (Shadow),97.2,484,water,dragon,,,,,,,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Lunala,96.3,792,psychic,ghost,,,,,,,Shadow Claw,Shadow Ball,Moonblast,7,8,20,100000
Palkia (Origin),96.3,484,water,dragon,,,,,,,Dragon Breath,Aqua Tail,Spacial Rend,9,14,20,100000
Groudon,95.8,383,ground,none,,,,,,,Dragon Tail,Fire Punch,Precipice Blades,4,5,20,100000
Dialga (Origin),95.5,483,steel,dragon,,,,,,,Dragon Breath,Roar of Time,Iron Head,17,13,20,100000
Xerneas,95.5,716,fairy,none,,,,,,,Geomancy,Close Combat,Moonblast,4,5,20,100000
Latios,95,381,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Lugia,95,249,psychic,flying,,,,,,,Dragon Tail,Aeroblast,Fly,7,4,20,100000
Zamazenta (Crowned Shield),95,889,fighting,steel,,,,,,,Ice Fang,Close Combat,Behemoth Bash,8,8,20,100000
Garchomp,94.5,445,dragon,ground,,,,,,,Dragon Tail,Twister,Earth Power,4,5,5,75000
Latios (Shadow),94.5,381,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Latias (Shadow),94.4,380,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Zacian (Crowned Sword),93.2,888,fairy,steel,,,,,,,Metal Claw,Close Combat,Behemoth Blade,7,8,20,100000
Zekrom,92.7,644,dragon,electric,,,,,,,Dragon Breath,Outrage,Fusion Bolt,15,12,20,100000
Lugia (Shadow),92.5,249,psychic,flying,,,,,,,Dragon Tail,Aeroblast,Fly,7,4,20,100000
Gyarados (Shadow),92.2,130,water,flying,,,,,,,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Metagross (Shadow),92.1,376,steel,psychic,,,,,,,Shadow Claw,Meteor Mash,Earthquake,6,9,5,75000
Reshiram,92.1,643,dragon,fire,,,,,,,Dragon Breath,Fusion Flare,Draco Meteor,12,17,20,100000
Kyogre,91.4,382,water,none,,,,,,,Waterfall,Avalanche,Origin Pulse,5,6,20,100000
