Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Mantine,100,226,water,flying,,,,,27,,Wing Attack,Twister,Water Pulse,5,7,5,75000
Uxie,99.2,480,psychic,none,,,,,22,,Confusion,Swift,Thunder,3,5,20,100000
Miltank,98.6,241,normal,none,,,,,24,,Rollout,Body Slam,Thunderbolt,3,5,5,75000
Azumarill,95.2,184,water,fairy,,,,,43,,Bubble,Ice Beam,Play Rough,5,6,3,50000
Munchlax,93.6,446,normal,none,,,,,30,,Tackle,Body Slam,Bulldoze,12,15,5,10000
Dewott,92.3,502,water,none,,,,,35,,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Pidgeot,92,18,normal,flying,,,,,26.5,,Wing Attack,Twister,Brave Bird,5,7,1,10000
Sealeo,91.5,364,ice,water,,,,,36,,Powder Snow,Surf,Body Slam,6,5,3,50000
Hypno,90.7,97,psychic,none,,,,,27,,Confusion,Shadow Ball,Thunder Punch,4,3,3,50000
Lumineon,89.1,457,water,none,,,,,32.5,,Gust,Aqua Tail,Silver Wind,3,4,3,50000
Orbeetle,89.1,826,bug,psychic,,,,,25.5,,Psycho Cut,Psyshock,Bug Buzz,5,7,1,10000
Grumpig,87.5,326,psychic,none,,,,,23.5,,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Lapras,87,131,water,ice,,,,,21.5,,Psywave,Sparkling Aria,Skull Bash,12,19,5,75000
Linoone,87,264,normal,none,,,,,38.5,,Shadow Claw,Swift,Grass Knot,5,7,1,10000
Aromatisse,86.7,683,fairy,none,,,,,24,,Fairy Wind,Psyshock,Moonblast,5,7,3,50000
Weezing (Galarian),86.4,110,poison,fairy,,,,,24.5,,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
Oinkologne (Female),86.2,916,normal,none,,,,,22.5,,Mud Slap,Body Slam,Trailblaze,4,5,1,10000
Dunsparce,85.9,206,normal,none,,,,,37.5,,Rollout,Drill Run,Rock Slide,4,4,3,50000
Togetic,84.8,176,fairy,flying,,,,,36.5,,Fairy Wind,Psyshock,Dazzling Gleam,5,7,3,50000
Sylveon,84.3,700,fairy,none,,,,,18,,Fairy Wind,Psyshock,Shadow Ball,5,6,5,75000
Kecleon,84,352,normal,none,,,,,27.5,,Sucker Punch,Thunder Punch,Dynamic Punch,6,7,5,75000
Slurpuff,83.5,685,fairy,none,,,,,25.5,,Fairy Wind,Play Rough,Energy Ball,7,5,3,50000
Castform,83.2,351,normal,none,,,,,39.5,,Hex,Weather Ball (Rock),Energy Ball,3,4,5,75000
Kingdra,81.4,230,water,dragon,,,,,21,,Dragon Breath,Swift,Surf,9,12,3,50000
Ninetales (Alolan),80.6,38,ice,fairy,,,,,24,,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,7,3,50000
Milotic,80.1,350,water,none,,,,,18.5,,Waterfall,Aqua Tail,Wrap,4,5,5,75000
Wobbuffet,80.1,202,psychic,none,,,,,50,,Counter,Return,Mirror Coat,12,10,3,50000
Dachsbun,79.8,927,fairy,none,,,,,26.5,,Charm,Psychic Fangs,Play Rough,5,8,3,50000
Dewgong,79.5,87,water,ice,,,,,28.5,,Ice Shard,Icy Wind,Drill Run,5,4,3,50000
Florges,79,671,fairy,none,,,,,17,,Fairy Wind,Disarming Voice,Trailblaze,5,5,3,50000
Hypno (Shadow),79,97,psychic,none,,,,,27,,Confusion,Shadow Ball,Thunder Punch,4,3,3,50000
Sealeo (Shadow),78.5,364,ice,water,,,,,36,,Powder Snow,Surf,Body Slam,6,5,3,50000
Whiscash,77.9,340,water,ground,,,,,27,,Mud Shot,Mud Bomb,Scald,5,6,1,10000
Wailmer,77.1,320,water,none,,,,,48.5,,Rollout,Scald,Body Slam,4,3,1,10000
Quagsire (Shadow),76.9,195,water,ground,,,,,28.5,,Mud Shot,Aqua Tail,Mud Bomb,4,5,3,50000
Walrein,76.1,365,ice,water,,,,,20.5,,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Dudunsparce,75.8,982,normal,none,,,,,20.5,,Rollout,Body Slam,Drill Run,3,4,3,50000
Slowbro,75.8,80,water,psychic,,,,,22,,Confusion,Drain Punch,Surf,3,4,3,50000
Togekiss,75.8,468,fairy,flying,,,,,16.5,,Peck,Psyshock,Aura Sphere,5,5,3,50000
Kangaskhan,75.5,115,normal,none,,,,,21.5,,Mud Slap,Brick Break,Crunch,4,5,3,50000
Quagsire,75.5,195,water,ground,,,,,28.5,,Mud Shot,Aqua Tail,Mud Bomb,4,5,3,50000
Tentacruel,75.3,73,water,poison,,,,,23,,Acid,Scald,Payback,7,8,3,50000
Dubwool,75,832,normal,none,,,,,25.5,,Double Kick,Body Slam,Payback,3,5,3,10000
Pelipper,74.8,279,water,flying,,,,,26,,Wing Attack,Weather Ball (Water),Hurricane,5,8,3,50000
Blastoise,74,9,water,none,,,,,23,,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Seaking,73.4,119,water,none,,,,,26,,Peck,Drill Run,Megahorn,5,7,3,50000
Lapras (Shadow),72.9,131,water,ice,,,,,21.5,,Psywave,Sparkling Aria,Dragon Pulse,12,14,5,75000
Oinkologne,72.9,916,normal,none,,,,,21.5,,Mud Slap,Body Slam,Trailblaze,4,5,1,10000
Weezing (Galarian) (Shadow),72.4,110,poison,fairy,,,,,24.5,,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
