Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Lickilicky,94,463,normal,none,105.7,125.5,160,2122456,23,1497,Rollout,Body Slam,Shadow Ball,3,4,3,50000
Feraligatr,93.1,160,water,none,123.8,117.3,125,1815218,19.5,1499,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Feraligatr (Shadow),92.7,160,water,none,123.8,117.3,125,1815218,19.5,1499,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Altaria,92.3,334,dragon,flying,103.4,151.9,138,2167491,28.5,1497,Dragon Breath,Sky Attack,Flamethrower,13,14,1,10000
Corsola (Galarian),92.3,222,ghost,none,99.3,163.0,139,2249840,47.5,1494,Astonish,Night Shade,Power Gem,5,5,3,50000
Jellicent,92.3,593,water,ghost,106.6,126.3,156,2100318,24,1496,Hex,Surf,Shadow Ball,4,4,3,50000
Quagsire,92.3,195,water,ground,111.2,112.6,161,2015900,28.5,1497,Mud Shot,Aqua Tail,Mud Bomb,4,5,3,50000
Quagsire (Shadow),92.2,195,water,ground,111.2,112.6,161,2015900,28.5,1497,Mud Shot,Aqua Tail,Mud Bomb,4,5,3,50000
Tinkaton,92.2,959,fairy,steel,106.2,140.9,141,2109865,25,1496,Fairy Wind,Gigaton Hammer,Bulldoze,7,5,3,75000
Forretress,92,205,bug,steel,109.7,145.4,128,2041649,24.5,1496,Volt Switch,Sand Tomb,Rock Tomb,3,4,5,75000
Altaria (Shadow),91.8,334,dragon,flying,103.4,151.9,138,2167491,28.5,1497,Dragon Breath,Sky Attack,Flamethrower,13,14,1,10000
Empoleon,91.8,395,water,steel,125.1,117.0,122,1785677,19,1494,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Azumarill,91.7,184,water,fairy,93.4,134.4,191,2397615,43,1496,Bubble,Ice Beam,Play Rough,5,6,3,50000
Forretress (Shadow),91.6,205,bug,steel,109.7,145.4,128,2041649,24.5,1496,Volt Switch,Sand Tomb,Rock Tomb,3,4,5,75000
Kingdra,91.6,230,water,dragon,121.8,127.9,118,1838230,21,1496,Dragon Breath,Surf,Swift,12,9,3,50000
Corviknight,91.5,823,flying,steel,106.9,130.6,150,2094171,23,1496,Sand Attack,Air Cutter,Payback,9,15,1,10000
Empoleon (Shadow),91.4,395,water,steel,125.1,117.0,122,1785677,19,1494,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Kingdra (Shadow),91.4,230,water,dragon,121.8,127.9,118,1838230,21,1496,Dragon Breath,Surf,Swift,12,9,3,50000
Aegislash (Blade),91.2,681,steel,ghost,82.8,234.6,139,2700058,46,1495,Psycho Cut,Shadow Ball,Gyro Ball,9,9,5,75000
Mantine,91,226,water,flying,105.5,166.5,121,2125456,27,1497,Wing Attack,Twister,Water Pulse,5,7,5,75000
Medicham,91,308,fighting,psychic,106.9,139.4,141,2101162,49,1498,Psycho Cut,Ice Punch,Dynamic Punch,5,5,3,50000
Ninetales,91,38,fire,none,114.3,135.5,126,1951444,24.5,1493,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
Jumpluff,90.9,189,grass,flying,96.7,156.9,153,2321351,40.5,1498,Fairy Wind,Energy Ball,Acrobatics,5,7,3,50000
Sableye (Shadow),90.8,302,dark,ghost,119.6,124.6,125,1862770,47,1492,Shadow Claw,Foul Play,Drain Punch,5,5,5,75000
Seaking,90.8,119,water,none,121.9,108.9,138,1831938,26,1494,Peck,Drill Run,Icy Wind,5,6,3,50000
Guzzlord,90.7,799,dark,dragon,113.2,66.0,265,1979868,19.5,1497,Dragon Tail,Brutal Swing,Sludge Bomb,3,5,20,100000
Malamar,90.7,687,dark,psychic,117.2,116.5,139,1897878,23.5,1491,Psywave,Superpower,Foul Play,10,10,3,50000
