Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Seaking,100,119,water,none,121.9,109,138,1833820,26,1500,Peck,Drill Run*,Icy Wind*,6,6,3,50000
Samurott (Shadow),98.7,503,water,none,128,100.9,136,1756037,19.5,1500,Fury Cutter,Hydro Cannon*,Megahorn,10,14,3,10000
Dartrix,97.7,723,grass,flying,112.5,115.5,154,2001159,36.5,1500,Peck,Brave Bird,Seed Bomb,7,5,3,10000
Golbat (Shadow),97.4,42,poison,flying,117.7,116.2,139,1901391,28.5,1499,Wing Attack,Air Cutter,Shadow Ball,5,7,1,10000
Pelipper,96.8,279,water,flying,123.3,128.7,115,1825336,26,1500,Wing Attack,Weather Ball (Water),Hurricane,5,9,3,50000
Sealeo (Shadow),96.5,364,ice,water,109,112.8,168,2065168,36,1500,Powder Snow,Body Slam,Surf,5,6,3,50000
Doublade,96.3,680,steel,ghost,122.9,140,106,1824726,22.5,1500,Shadow Claw,Sacred Sword,Gyro Ball,5,7,5,75000
Golbat,95.7,42,poison,flying,117.7,116.2,139,1901391,28.5,1499,Wing Attack,Air Cutter,Shadow Ball,5,7,1,10000
Dhelmise,94.9,781,ghost,grass,139.8,109.3,105,1604674,20,1498,Shadow Claw,Shadow Ball,Brutal Swing,7,5,5,50000
Feraligatr (Shadow),94.1,160,water,none,123.9,117.4,125,1817697,19.5,1500,Shadow Claw,Hydro Cannon*,Ice Beam,5,7,3,10000
Sealeo,94.1,364,ice,water,109,112.8,168,2065168,36,1500,Powder Snow,Body Slam,Surf,5,6,3,50000
Tentacruel,93.9,73,water,poison,108.9,143.5,131,2047453,23,1495,Acid,Scald,Payback,7,8,3,50000
Galvantula,92.7,596,bug,electric,138.3,96.5,122,1627493,25.5,1500,Volt Switch,Discharge,Lunge,3,3,3,50000
Feraligatr,92.4,160,water,none,123.9,117.4,125,1817697,19.5,1500,Shadow Claw,Hydro Cannon*,Ice Beam,5,7,3,10000
Weezing (Galarian) (Shadow),92.4,110,poison,fairy,117.7,139.5,116,1904809,24.5,1499,Fairy Wind,Brutal Swing,Sludge,4,5,3,50000
Qwilfish (Shadow),91.9,211,water,poison,131.2,105.5,123,1702587,27,1497,Poison Sting,Aqua Tail,Ice Beam,4,7,3,50000
Gourgeist (Large),90.8,711,ghost,grass,115.9,137.2,122,1940488,22,1500,Incinerate,Shadow Ball,Foul Play,3,2,5,75000
Gourgeist (Super),90.8,711,ghost,grass,115.1,131.6,129,1953944,21,1500,Incinerate,Shadow Ball,Foul Play,3,2,5,75000
Swalot,90.6,317,poison,none,103.4,122.7,171,2169090,28.5,1498,Mud Shot,Sludge,Ice Beam,5,7,1,10000
Samurott,90.5,503,water,none,128,100.9,136,1756037,19.5,1500,Fury Cutter,Hydro Cannon*,Megahorn,10,14,3,10000
Drifblim,90.3,426,ghost,flying,119.2,75.8,209,1886853,23.5,1500,Astonish,Icy Wind,Shadow Ball,5,5,5,75000
Galvantula (Shadow),90.1,596,bug,electric,138.3,96.5,122,1627493,25.5,1500,Volt Switch,Discharge,Lunge,3,3,3,50000
Politoed (Shadow),90.1,186,water,none,114,124.3,139,1970072,23,1498,Mud Shot,Weather Ball (Water),Ice Beam*,4,7,3,50000
Amoonguss,89.8,591,grass,poison,109.3,105.9,177,2049605,26.5,1498,Astonish,Foul Play,Grass Knot,4,5,3,50000
Golisopod,89.8,768,bug,water,124.1,134.7,108,1804489,17.5,1499,Shadow Claw,X-Scissor,Aqua Jet,5,5,1,10000
Gourgeist (Average),89.7,711,ghost,grass,115.9,145.1,115,1933691,23.5,1498,Incinerate,Shadow Ball,Foul Play,3,2,5,75000
Dewott,89.5,502,water,none,122.6,99.8,149,1822620,35,1496,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Gourgeist (Small),89.3,711,ghost,grass,116.9,153,107,1913042,25,1499,Incinerate,Shadow Ball,Foul Play,3,2,5,75000
Gyarados,89.3,130,water,flying,130.8,108.5,121,1717312,16.5,1498,Dragon Breath,Aqua Tail*,Twister,9,10,1,10000
Vikavolt,88.7,738,bug,electric,144.2,96.7,111,1547210,17.5,1494,Volt Switch*,Discharge,Fly,3,3,1,10000
Golduck (Shadow),88.2,55,water,none,124.2,112.2,129,1796871,22.5,1499,Confusion,Cross Chop,Liquidation,3,4,3,50000
Slowbro (Galarian),88.2,80,poison,psychic,119.1,108.4,146,1884537,22.5,1500,Confusion,Brutal Swing,Drain Punch,3,3,3,50000
Amoonguss (Shadow),87.8,591,grass,poison,109.3,105.9,177,2049605,26.5,1498,Astonish,Foul Play,Grass Knot,4,5,3,50000
Wailmer (Shadow),87,320,water,none,116.6,68.3,242,1926826,48.5,1499,Rollout,Body Slam,Scald,3,4,1,10000
Skuntank,86.8,435,poison,dark,121.7,95.2,158,1831135,23.5,1493,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Barbaracle,86.5,689,rock,water,121,133.1,115,1851007,20.5,1499,Fury Cutter,Stone Edge,Cross Chop,14,9,3,50000
