Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Feraligatr (Shadow),100,160,water,none,,,,,35,,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Corviknight,97.3,823,flying,steel,,,,,47,,Sand Attack,Air Cutter,Payback,9,15,1,10000
Lapras,97.1,131,water,ice,,,,,40.5,,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Lapras (Shadow),96.3,131,water,ice,,,,,40.5,,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Primeape,96.3,57,fighting,none,,,,,48.5,,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Turtonator,96.3,776,fire,dragon,,,,,50,,Incinerate,Brutal Swing,Dragon Claw,2,3,5,75000
Grumpig,96.1,326,psychic,none,,,,,49,,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Primeape (Shadow),95.1,57,fighting,none,,,,,48.5,,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Empoleon (Shadow),95,395,water,steel,,,,,33,,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Seaking,95,119,water,none,,,,,50,,Peck,Drill Run,Icy Wind,5,6,3,50000
Dusknoir,94.5,477,ghost,none,,,,,48.5,,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Drapion,94.1,452,poison,dark,,,,,46,,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Feraligatr,94.1,160,water,none,,,,,35,,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Empoleon,94,395,water,steel,,,,,33,,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Charizard (Shadow),93.8,6,fire,flying,,,,,34,,Dragon Breath,Blast Burn,Air Cutter,13,9,3,10000
Samurott,93.8,503,water,none,,,,,35.5,,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Drapion (Shadow),93.6,452,poison,dark,,,,,46,,Poison Sting,Aqua Tail,Crunch,4,5,5,75000
Walrein (Shadow),93.6,365,ice,water,,,,,38.5,,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Grumpig (Shadow),93.5,326,psychic,none,,,,,49,,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Malamar,93.1,687,dark,psychic,,,,,50,,Psywave,Foul Play,Superpower,10,10,3,50000
Florges,93,671,fairy,none,,,,,28.5,,Fairy Wind,Chilling Water,Disarming Voice,5,5,3,50000
Kingdra (Shadow),92.3,230,water,dragon,,,,,40.5,,Dragon Breath,Surf,Swift,12,9,3,50000
Rapidash (Shadow),92.1,78,fire,none,,,,,46,,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Kingdra,91.8,230,water,dragon,,,,,40.5,,Dragon Breath,Surf,Swift,12,9,3,50000
Cresselia,91,488,psychic,none,,,,,36.5,,Psycho Cut,Grass Knot,Moonblast,6,7,20,100000
Samurott (Shadow),91,503,water,none,,,,,35.5,,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Bellibolt,90.5,939,electric,none,,,,,39.5,,Sucker Punch,Parabolic Charge,Zap Cannon,8,12,1,50000
Giratina (Altered),90.1,487,ghost,dragon,,,,,27.5,,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Golisopod,90,768,bug,water,,,,,29,,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Annihilape,89.6,979,fighting,ghost,,,,,28,,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Blastoise,89.6,9,water,none,,,,,45.5,,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Hippowdon (Shadow),89.1,450,ground,none,,,,,30,,Sand Attack,Weather Ball (Rock),Earth Power,9,13,3,50000
Annihilape (Shadow),88.8,979,fighting,ghost,,,,,28,,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Doublade,88.8,680,steel,ghost,,,,,46.5,,Shadow Claw,Sacred Sword,Gyro Ball,5,7,5,75000
Moltres (Galarian),88.6,146,dark,flying,,,,,29.5,,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Runerigus,88.6,867,ground,ghost,,,,,49.5,,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Dusknoir (Shadow),88.5,477,ghost,none,,,,,48.5,,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Ampharos (Shadow),88.1,181,electric,none,,,,,35,,Volt Switch,Brutal Swing,Trailblaze,3,3,5,75000
Hippowdon,88,450,ground,none,,,,,30,,Sand Attack,Weather Ball (Rock),Earth Power,9,13,3,50000
Ninetales,88,38,fire,none,,,,,49,,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
Blaziken (Shadow),87.8,257,fire,fighting,,,,,34,,Ember,Aura Sphere,Blast Burn,5,6,3,10000
Gourgeist (Average),87.5,711,ghost,grass,,,,,49,,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Zapdos (Shadow),87.1,145,electric,flying,,,,,25.5,,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Gyarados (Shadow),86.8,130,water,flying,,,,,27,,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Gourgeist (Super),86.6,711,ghost,grass,,,,,40.5,,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Seismitoad,86.6,537,water,ground,,,,,42.5,,Mud Shot,Earth Power,Icy Wind,6,5,3,50000
Blastoise (Shadow),86.5,9,water,none,,,,,45.5,,Rollout,Hydro Cannon,Ice Beam,4,5,3,10000
Gourgeist (Large),86.5,711,ghost,grass,,,,,44,,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Charizard,86.3,6,fire,flying,,,,,34,,Dragon Breath,Blast Burn,Air Cutter,13,9,3,10000
Starmie (Shadow),86.3,121,water,psychic,,,,,41.5,,Psywave,Aqua Jet,Power Gem,10,13,3,50000
Ninetales (Shadow),86.1,38,fire,none,,,,,49,,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
Forretress,86,205,bug,steel,,,,,48.5,,Volt Switch,Rock Tomb,Sand Tomb,4,3,5,75000
Lickilicky,85.3,463,normal,none,,,,,47,,Rollout,Body Slam,Shadow Ball,3,4,3,50000
Regidrago,85.1,895,dragon,none,,,,,32.5,,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Gourgeist (Small),84.6,711,ghost,grass,,,,,49.5,,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Greedent,84.5,820,normal,none,,,,,49.5,,Mud Shot,Body Slam,Trailblaze,4,5,1,10000
Hydreigon (Shadow),84.5,635,dark,dragon,,,,,25,,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Toucannon (Shadow),84.3,733,normal,flying,,,,,39,,Peck,Beak Blast,Drill Peck,7,5,1,10000
Melmetal,84.1,809,steel,none,,,,,25.5,,Thunder Shock,Double Iron Bash,Dynamic Punch,4,5,20,100000
Gyarados,84,130,water,flying,,,,,27,,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Dudunsparce,83.8,982,normal,none,,,,,38,,Rollout,Body Slam,Drill Run,3,4,3,50000
Toucannon,83.8,733,normal,flying,,,,,39,,Peck,Beak Blast,Drill Peck,7,5,1,10000
Oranguru,83.6,765,normal,psychic,,,,,47,,Confusion,Brutal Swing,Trailblaze,3,4,3,75000
Walrein,83.6,365,ice,water,,,,,38.5,,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Cofagrigus,83.3,563,ghost,none,,,,,49.5,,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Typhlosion (Shadow),83,157,fire,none,,,,,34,,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Jellicent,82.8,593,water,ghost,,,,,47.5,,Hex,Surf,Shadow Ball,4,4,3,50000
Milotic,82.6,350,water,none,,,,,31.5,,Waterfall,Aqua Tail,Wrap,4,5,5,75000
Steelix (Shadow),82.6,208,steel,ground,,,,,48.5,,Thunder Fang,Psychic Fangs,Crunch,6,8,5,75000
Regirock,82.5,377,rock,none,,,,,30,,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Zapdos,82.5,145,electric,flying,,,,,25.5,,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Ampharos,82.1,181,electric,none,,,,,35,,Volt Switch,Brutal Swing,Trailblaze,3,3,5,75000
Crustle (Shadow),82.1,558,bug,rock,,,,,43.5,,Fury Cutter,X-Scissor,Rock Wrecker,10,13,1,10000
Giratina (Altered) (Shadow),82.1,487,ghost,dragon,,,,,27,,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Milotic (Shadow),82.1,350,water,none,,,,,31.5,,Waterfall,Aqua Tail,Wrap,4,5,5,75000
Vikavolt (Shadow),82.1,738,bug,electric,,,,,29.5,,Volt Switch,Discharge,X-Scissor,3,3,1,10000
Jirachi,82,385,steel,psychic,,,,,27.5,,Confusion,Doom Desire,Aura Sphere,3,3,20,100000
Cradily,81.8,346,rock,grass,,,,,50,,Acid,Rock Tomb,Grass Knot,7,7,3,50000
Malamar (Shadow),81.8,687,dark,psychic,,,,,50,,Psywave,Foul Play,Superpower,10,10,3,50000
Rapidash,81.8,78,fire,none,,,,,46,,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Forretress (Shadow),81.5,205,bug,steel,,,,,48.5,,Volt Switch,Rock Tomb,Sand Tomb,4,3,5,75000
Starmie,81.3,121,water,psychic,,,,,41.5,,Psywave,Aqua Jet,Power Gem,10,13,3,50000
Drifblim,80.8,426,ghost,flying,,,,,48.5,,Hex,Icy Wind,Shadow Ball,4,4,5,75000
Goodra,80.6,706,dragon,none,,,,,26,,Dragon Breath,Aqua Tail,Power Whip,9,13,5,75000
Tentacruel,80.6,73,water,poison,,,,,48,,Acid,Scald,Payback,7,8,3,50000
Sylveon,80.5,700,fairy,none,,,,,30,,Fairy Wind,Moonblast,Shadow Ball,7,6,5,75000
Togekiss,80.5,468,fairy,flying,,,,,27.5,,Peck,Psyshock,Aura Sphere,5,5,3,50000
Weezing (Galarian) (Shadow),80.5,110,poison,fairy,,,,,49,,Fairy Wind,Brutal Swing,Sludge,4,5,3,50000
Perrserker,80.3,863,steel,none,,,,,48.5,,Shadow Claw,Close Combat,Foul Play,6,5,3,50000
