Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Palkia (Origin),100,484,water,dragon,,,,,,,Dragon Breath,Aqua Tail,Spacial Rend,9,14,20,100000
Gallade (Mega),98.1,475,psychic,fighting,,,,,,,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Marshadow,97.9,802,fighting,ghost,,,,,,,Shadow Claw,Close Combat,Ice Punch,6,5,20,100000
Zygarde (Complete Forme),96.2,718,dragon,ground,,,,,,,Dragon Tail,Crunch,Outrage,4,5,20,100000
Gengar (Mega),96,94,ghost,poison,,,,,,,Shadow Claw,Shadow Ball,Shadow Punch,7,5,3,50000
Palkia,96,484,water,dragon,,,,,,,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Palkia (Shadow),95.7,484,water,dragon,,,,,,,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Kyurem (White),94.8,646,dragon,ice,,,,,,,Dragon Breath,Ice Burn,Fusion Flare,15,12,20,100000
Lugia,94.3,249,psychic,flying,,,,,,,Dragon Tail,Fly,Aeroblast,4,7,20,100000
Lunala,94.3,792,psychic,ghost,,,,,,,Shadow Claw,Shadow Ball,Moonblast,7,8,20,100000
Swampert (Mega),94.3,260,water,ground,,,,,,,Mud Shot,Hydro Cannon,Earthquake,5,8,3,10000
Xerneas,94.2,716,fairy,none,,,,,,,Geomancy,Close Combat,Moonblast,4,5,20,100000
Reshiram,94,643,dragon,fire,,,,,,,Dragon Breath,Fusion Flare,Stone Edge,12,14,20,100000
Yveltal,93.4,717,dark,flying,,,,,,,Sucker Punch,Oblivion Wing,Focus Blast,8,11,20,100000
Groudon,93.1,383,ground,none,,,,,,,Dragon Tail,Precipice Blades,Fire Punch,5,4,20,100000
Lugia (Shadow),93.1,249,psychic,flying,,,,,,,Dragon Tail,Fly,Aeroblast,4,7,20,100000
Alakazam (Mega),92.6,65,psychic,none,,,,,,,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Dragonite (Shadow),92.6,149,dragon,flying,,,,,,,Dragon Breath,Thunder Punch,Superpower,10,10,5,75000
Zekrom,92.6,644,dragon,electric,,,,,,,Dragon Breath,Outrage,Fusion Bolt,15,12,20,100000
Scizor (Mega),92.4,212,bug,steel,,,,,,,Fury Cutter,Night Slash,Iron Head,9,13,5,75000
Aggron (Mega),92.3,306,steel,none,,,,,,,Dragon Tail,Meteor Beam,Rock Tomb,5,5,1,10000
Latios,92.3,381,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Eternatus,92,890,poison,dragon,,,,,,,Dragon Tail,Dynamax Cannon,Sludge Bomb,4,5,20,100000
Latios (Shadow),91.8,381,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Mewtwo (Shadow),91.8,150,psychic,none,,,,,,,Psycho Cut,Psystrike,Shadow Ball,5,6,20,100000
Meloetta (Aria),91.7,648,normal,psychic,,,,,,,Confusion,Psyshock,Dazzling Gleam,3,4,20,100000
Latias (Shadow),91.5,380,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Ampharos (Mega),91.3,181,electric,dragon,,,,,,,Volt Switch,Trailblaze,Brutal Swing,3,3,5,75000
Florges,91.3,671,fairy,none,,,,,,,Fairy Wind,Chilling Water,Moonblast,5,7,3,50000
Gardevoir (Mega),91.3,282,psychic,fairy,,,,,,,Confusion,Shadow Ball,Triple Axel,4,4,5,75000
Dragonite,91.2,149,dragon,flying,,,,,,,Dragon Breath,Thunder Punch,Superpower,10,10,5,75000
Gyarados (Shadow),90.6,130,water,flying,,,,,,,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Dialga (Origin),90.4,483,steel,dragon,,,,,,,Dragon Breath,Roar of Time,Iron Head,17,13,20,100000
Gyarados,90.4,130,water,flying,,,,,,,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Salamence (Shadow),89.6,373,dragon,flying,,,,,,,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Zamazenta (Crowned Shield),89.6,889,fighting,steel,,,,,,,Ice Fang,Close Combat,Behemoth Bash,8,8,20,100000
Charizard (Mega Y),88.8,6,fire,flying,,,,,,,Ember,Blast Burn,Air Cutter,6,4,3,10000
Blaziken (Mega),88.7,257,fire,fighting,,,,,,,Ember,Aura Sphere,Blast Burn,5,6,3,10000
Kyurem,88.7,646,dragon,ice,,,,,,,Dragon Breath,Glaciate,Dragon Claw,10,13,20,100000
Tapu Lele,88.7,786,psychic,fairy,,,,,,,Astonish,Nature's Madness,Psyshock,5,4,20,100000
Blastoise (Mega),88.5,9,water,none,,,,,,,Rollout,Hydro Cannon,Ice Beam,4,5,3,10000
Hydreigon (Shadow),88.5,635,dark,dragon,,,,,,,Dragon Breath,Brutal Swing,Dragon Pulse,9,14,5,75000
Kyogre,88.5,382,water,none,,,,,,,Waterfall,Avalanche,Thunder,5,6,20,100000
Solgaleo,88.5,791,psychic,steel,,,,,,,Fire Spin,Psychic Fangs,Iron Head,4,5,20,100000
Latias,88.4,380,dragon,psychic,,,,,,,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Salamence,88.2,373,dragon,flying,,,,,,,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Metagross,88.1,376,steel,psychic,,,,,,,Shadow Claw,Meteor Mash,Earthquake,6,9,5,75000
Garchomp (Shadow),87.7,445,dragon,ground,,,,,,,Dragon Tail,Twister,Sand Tomb,4,4,5,75000
Kyurem (Black),87.4,646,dragon,ice,,,,,,,Dragon Tail,Freeze Shock,Fusion Bolt,5,4,20,100000
Landorus (Therian),87.4,645,ground,flying,,,,,,,Mud Shot,Sandsear Storm,Stone Edge,5,7,20,100000
Giratina (Altered),87.3,487,ghost,dragon,,,,,,,Shadow Claw,Dragon Claw,Shadow Sneak,7,7,20,100000
Mewtwo,87.3,150,psychic,none,,,,,,,Psycho Cut,Psystrike,Shadow Ball,5,6,20,100000
Zacian (Crowned Sword),87.3,888,fairy,steel,,,,,,,Metal Claw,Close Combat,Behemoth Blade,7,8,20,100000
Giratina (Altered) (Shadow),87.1,487,ghost,dragon,,,,,,,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Togekiss,86.3,468,fairy,flying,,,,,,,Peck,Dazzling Gleam,Aura Sphere,7,5,3,50000
Necrozma (Dusk Mane),85.6,800,psychic,steel,,,,,,,Psycho Cut,Sunsteel Strike,Dark Pulse,8,6,20,100000
Annihilape (Shadow),85.2,979,fighting,ghost,,,,,,,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Necrozma (Dawn Wings),85.2,800,psychic,ghost,,,,,,,Shadow Claw,Moongeist Beam,Dark Pulse,9,7,20,100000
Pinsir (Mega),85.2,127,bug,flying,,,,,,,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Steelix (Mega),85.2,208,steel,ground,,,,,,,Dragon Tail,Psychic Fangs,Crunch,3,4,5,75000
Metagross (Shadow),84.9,376,steel,psychic,,,,,,,Shadow Claw,Meteor Mash,Earthquake,6,9,5,75000
Garchomp,84.6,445,dragon,ground,,,,,,,Mud Shot,Twister,Earth Power,5,6,5,75000
Aerodactyl (Mega),84.5,142,rock,flying,,,,,,,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Hydreigon,84.5,635,dark,dragon,,,,,,,Dragon Breath,Brutal Swing,Dragon Pulse,9,14,5,75000
