Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Tinkaton,100,959,fairy,steel,,,,,50,,Fairy Wind,Gigaton Hammer,Bulldoze,7,5,3,75000
Registeel,99.1,379,steel,none,,,,,49,,Lock On,Flash Cannon,Focus Blast,13,15,20,100000
Registeel (Shadow),98,379,steel,none,,,,,46.5,,Lock On,Focus Blast,Zap Cannon,15,16,20,100000
Moltres (Galarian),96.5,146,dark,flying,,,,,29.5,,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Corviknight,96.3,823,flying,steel,,,,,47,,Sand Attack,Air Cutter,Payback,9,15,1,10000
Jellicent,96.1,593,water,ghost,,,,,47.5,,Hex,Surf,Shadow Ball,4,4,3,50000
Grumpig,95.9,326,psychic,none,,,,,49,,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Lapras (Shadow),95.6,131,water,ice,,,,,40.5,,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Zygarde (Complete Forme),95.2,718,dragon,ground,,,,,24,,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Dondozo,94.9,977,water,none,,,,,32,,Waterfall,Surf,Outrage,5,6,5,75000
Lapras,94.9,131,water,ice,,,,,40.5,,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Raikou (Shadow),94.7,243,electric,none,,,,,26.5,,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Empoleon (Shadow),94.2,395,water,steel,,,,,33,,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Giratina (Altered),94.2,487,ghost,dragon,,,,,27.5,,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Walrein,94.2,365,ice,water,,,,,38.5,,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Regice,93.7,378,ice,none,,,,,30,,Lock On,Thunder,Blizzard,12,15,20,100000
Regidrago,93.7,895,dragon,none,,,,,32.5,,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Walrein (Shadow),93.7,365,ice,water,,,,,38.5,,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Clefable,93.5,36,fairy,none,,,,,47.5,,Fairy Wind,Meteor Mash,Moonblast,5,7,1,10000
Malamar (Shadow),93.5,687,dark,psychic,,,,,50,,Psywave,Foul Play,Superpower,10,10,3,50000
Feraligatr (Shadow),93.2,160,water,none,,,,,35,,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Raikou,93.2,243,electric,none,,,,,26.5,,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Sylveon,93.2,700,fairy,none,,,,,30,,Fairy Wind,Moonblast,Shadow Ball,7,6,5,75000
Tentacruel (Shadow),93.2,73,water,poison,,,,,48,,Acid,Scald,Payback,7,8,3,50000
Grumpig (Shadow),93,326,psychic,none,,,,,49,,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Stunfisk (Galarian),93,618,ground,steel,,,,,50,,Mud Shot,Rock Slide,Earthquake,5,8,5,75000
Giratina (Altered) (Shadow),92.6,487,ghost,dragon,,,,,27,,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
